taxi_id,trips_count,total_trip_total,total_trip_seconds,total_trip_miles
887b2728097b2d9f149774b8cc04fe9d80b9221506ef8c47038235414010bf62dc8b009374ab2c8a20cc0be93fe0f73093b7cc8bbeb7f5eee1d313c04d66b2e0,5989,77846.12,4238960.0,22690.8
88a493149cafbde5ddde0280c77cc90c26a015c260df782862778150cb2e0dfafa209fad1dd859dd247e43970899c6dbdee5b033cd68ad5beae5af387cd1c55f,7523,98538.28,5691954.0,27052.1
893683eb87b249386617c4bcb07ce2eb38fcfca481aa806d2a7b97d06ba76fa5f89ea018e5714543dbd293d61e6d51c4aff4e4ef399a16bf4e8985b5eb91e271,6459,79722.19,4976237.0,22004.5
8a7a9d350d752cd6d0d4d8581a0525d3a6e34c8aeb868dbe83b20840b12a68084bc6ba1818b1bccb5b77b1f49252fc1c4ef5ef1f3dd02b5bd83e1742ae004864,7723,91547.45,4908858.0,27562.5
8d244ca7880d8bc577b2df7437881d2541771e62fd57a7470e16ed8e6e614b799df8bc44c86a11789e86661bcdc4f30a35463f6bc9ec0fa5ccf9a4fafb68edc9,38,435.44,24588.0,126.7
90a71f0b104d6482286aeed6f5c74e096cc71d9cf766b78295487811df6d4e32a41b3051ed962c8fd50a2aa4361a16cd6a921c0102316948ff730c10eadd3566,2716,34469.75,2008642.0,9505.9
9281d0b47824a78a6c2b5073747d844d8132bacdb03f86be33c3301db74f5fd574a382daf5769e49d729f9ec0a5d8d1e4d5869bd7fc4dbfa1abc13aafc5e94a6,2519,26854.15,1460267.0,7642.0
931225a382fc38a75212f9d358439aec0d9b50fdaf32ad72ab675712c03e407a9bf99bea5f85136dd82fb3044040ee8854facb01d586e9715aec7dd1ae602d69,3557,42726.65,2679756.0,12275.8
95408f6a067421373e372f608c8f5f609b816d8bc9a747d19268389e0ef1d5a51001f6abb6dd312816772606a553c8f013948bad60b7617ffb8d6f85a2bb48ca,2824,35221.06,1848268.0,9915.6
961821de614d231063968f208b3459b4cf63051528c3f8bd5ba058c3b5ababfe30c72209067e9dfece49bf49f5a19f78feda573817a433a64a5dc54391bfbf99,726,18886.25,1009895.0,7176.5
9643a6593d37fdd4faa51aa8f790008c50405a817d1ebc067d06cd7d271f66e6060463b7a9d76c1ff0c09f3854008268783b2baf2e81f77c5468c87ccc9f8b49,2289,45534.98,1789836.0,14043.4
973be0c1186c6dacc9181fa2519ae7b2680a9e507f6d2ce40a9b9bd99c874d1034003be45b207138e00ad4da6dbb183bd2de1a4ce2c91d94f9ece0d750808ea9,1098,27189.86,1438792.0,9711.9
