taxi_id,Public Vehicle Number,Vehicle Make,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source
3d40d8f1773ed97088a0ae1f9438846e0b80e89fa5c97fa7c73833203f624618bc7b2f6393758fd91f72764fb5f51001287112d0d68f9a167c0968c9c89732f5,2940,TOYOTA,2014.0,WHITE/BLUE/STRIPES,Hybrid
7555f3aecc6ed3619f5e16fb9836afa9df7ee98d7ec261f5be88fb44ab81dff83f9292792a65316ab6a3a92764c8944ea4a56c9649bc4673c0f621b5549a3d96,2782,TOYOTA,2011.0,WHITE,Hybrid
368c2fe7411b3ba707de6ecc150eacc272f347c45202e865e4002c347b3a03d6ccb804e2ae8da9cf4f229b9740ed58cc120b5e348a26a8b49d31489106fb55db,3002,TOYOTA,2012.0,WHITE,Hybrid
3300ef4ef04f16fe8224adee10ae27ccf7a13236c94fbdc1ac7c2ad805a0143b10228c75fb1a75b5c033eb2ce49c7d71e20917e3ede6afa67e702b33eda7ac6c,808,TOYOTA,2012.0,WHITE/BLUE/STRIPES,Hybrid
d775e39a1daa4f149cdc4ca4cf7aa460546f151ca2ff311abf6f4c9c333124cfc2d019b6b5a5a3b741d54f76a4ac0794f868820b0f049f66091c1a5fed1d47dd,2037,TOYOTA,2013.0,YELLOW,Hybrid
6b76f128c41cb623a7768f21d1eed44de233cf533eebd08f3f5d30c1627923befee98e60f90bd8c204480ff4e7cd12396386d1585895fd172e605ce8b45e2f87,3095,TOYOTA,2014.0,GREEN,Hybrid
d799a5e48d8b8eee81aaf2968be9801c28b410337d3d9c2b2bf22462fcd441450c8bbdbad91a143b2d5b07d56114c91c900f7683605a7f3c3874a24aa7eb8ef8,3285,FORD,2012.0,WHITE,Hybrid
40e551f9ee122fa5a62002a4a653e5fe3fe7739318b20872d3595f98ca265d39c33a605750b4e3f5f9667a7f195e24d3836120d88f915afb39bbfea9502610ec,3106,TOYOTA,2011.0,WHITE,Hybrid
2104bcfe571fe3f25079dec505fa48dfd86072a7a85c7bba744558a3714e29a01892e054eab767c575a21b318387d1e672f756030bb03bdd5aa2a2f06eec3594,1503,TOYOTA,2012.0,WHITE,Hybrid
777918874d6122ba000dfee0e79aa1d3e71af774c4e4db82e0cb7e1a30a4839dac81b3dfda4e50f3626ceb8e9d3e307b836c7ca68dc1149c798861420055c98e,3060,TOYOTA,2013.0,WHITE,Hybrid
ee0a945778a6e3d37f8d6473b50fd38f0c7f24d05ead76110e6bccdeade9efcc5caa8198f63e86064e2bb53d78509d953288b07662ce961603c686eb7a25fed7,5029,TOYOTA,2015.0,WHITE,Flex Fuel
98218edd8c1afe2aa636693c931d34e5bdd76df10e1b6a6a27e60e8c986d6ea26ae13a0428854430b350cd2066a6e8e35d34e62b0549e813c75b408f155712e5,2349,TOYOTA,2015.0,WHITE,Hybrid
88a493149cafbde5ddde0280c77cc90c26a015c260df782862778150cb2e0dfafa209fad1dd859dd247e43970899c6dbdee5b033cd68ad5beae5af387cd1c55f,2435,TOYOTA,2015.0,ORANGE,Hybrid
b0c2db08b6f6bf8d19a6412bc3c5023d9810394b71d12f63dbb3237b9c6b490adbf9d36d2aba22abbcd1981275609f15e480aabc0ba116d9d627ebbfbb6862c2,3128,FORD,2010.0,WHITE,Hybrid
bab73d82a115cb08f1bcd17caebbb2581e3a6f29d92adc859f44304acc357c859fb025673c5b9d6379ab41c191ca7b09fa7275a1ee66bf2e3f55215c1d838430,5563,TOYOTA,2013.0,WHITE,Hybrid
17d9b7691aef7770e5a9e499426b26049100251dbb41dd8717b42954de963b9c7b3abc00cf2928233c830650bd9ad3b4660b4ccb645b0075e054c6ed755bbe91,3984,TOYOTA,2013.0,WHITE,Hybrid
f892614bf893b49cba778a71b629054fe7bf5ebad54364c96dbbf2ba782c04a49e17347a31f4d5e8c0c06713d50a99d92d4fb62e6a57f243fe872495ae8ab415,4539,TOYOTA,2014.0,WHITE,Hybrid
53de0dbfc9e66a4ae663f3383fbbf41032653d04aa87007a3583585c3e79258d87ffb7cb342586f73aa690d69f51ad88ef29a3370b6d681ed78b5a20726d9ded,1247,TOYOTA,2013.0,BLUE/WHITE,Hybrid
c53dba6f2d4174b792e113023de74f54e5af52ba87cf1a0610f9ce669032e3ed9eea4c9b7a1c6185cbdfc3e98163e38a151c4807a4a1db9bd977043f3bb836f4,91,TOYOTA,2012.0,WHITE,Hybrid
b5e563475714c9be944c844b7bfa126481e9f9222ff26d83ddb0e79127214781cb8e81ff78e2c78238181f28ae079e3b66a079314d2362d0cc3f9aedfb716a10,4434,TOYOTA,2012.0,WHITE,Hybrid
384c5419c402ebe4e67e8f67349457178798d0ea5022ca45a2ff479c1d42fb815d84225c857e18c19d30b31ef3630b81a9e5cb1ce0c93464b781c3e20f59ac05,2162,TOYOTA,2012.0,WHITE,Hybrid
0af4876d70205ccc2682e6d853d19bf42a30ec9f80fea208f453975e61c55fa740561028b4b80c922da55dcee028e7ddd55e6b69aca25d204e3f0ac7b5cf53c3,5947,FORD,2013.0,WHITE,Hybrid
295c0344fae82b9685fbe4fff7851fa382262dfaca5092c8d2eebec5f02ae04c35ffe1d072e157a4d89a0c337e412918da70cb267d161edefab0cbb81eae1a93,5415,TOYOTA,2013.0,WHITE,Hybrid
